Closed Circuit TT,https://www.cyclingtimetrials.org.uk/event-finder?viewAs=list&ag=youth&ct=closedCircuit
Hill Climb,https://www.cyclingtimetrials.org.uk/event-finder?viewAs=list&ag=youth&tt=hillClimb
